0.0,0.0,0.0,0.0
0.0,0.78571,1.0,0.59524
0.0,-0.51786,1.0,0.19048
0.0,-0.125,-0.00145,0.04762
0.0,0.28571,0.00045,0.42857
0.0,0.67857,-0.00027,0.71429
-0.0101,0.69643,1.0,0.61905
-0.0101,0.91071,1.0,0.97619
-0.0101,0.94643,1.0,0.66667
-0.0101,0.83929,1.0,0.85714
-0.0101,0.83929,1.0,0.30952
-0.0101,0.67857,1.0,0.80952
-0.09091,0.71429,1.0,0.64286
-0.09091,0.82143,1.0,0.54762
-0.09091,0.91071,1.0,0.59524
-0.09091,0.64286,1.0,0.42857
-0.09091,0.75,1.0,0.33333
-0.09091,1.0,1.0,0.85714
-0.14141,0.94643,1.0,0.71429
-0.14141,0.58929,1.0,0.7381
-0.14141,0.67857,1.0,0.78571
-0.14141,0.92857,1.0,0.7381
-0.14141,0.82143,1.0,0.54762
-0.14141,0.80357,1.0,0.5
-0.19192,0.64286,1.0,0.5
-0.19192,0.76786,1.0,0.7381
-0.19192,0.96429,1.0,0.45238
-0.19192,0.69643,1.0,0.45238
-0.19192,0.83929,1.0,0.66667
-0.19192,0.91071,1.0,0.35714
-0.24242,0.94643,1.0,0.64286
-0.24242,0.98214,1.0,0.7619
-0.24242,0.875,1.0,0.69048
-0.24242,0.625,1.0,0.5
-0.24242,0.83929,1.0,0.47619
-0.24242,0.71429,1.0,0.85714
-0.29293,0.82143,1.0,0.80952
-0.29293,0.71429,1.0,0.7619
-0.29293,0.98214,1.0,0.61905
-0.29293,0.67857,1.0,0.52381
-0.29293,0.94643,1.0,0.69048
-0.29293,0.83929,1.0,0.59524
-0.34343,0.875,1.0,0.64286
-0.34343,0.92857,1.0,0.69048
-0.34343,0.64286,1.0,0.7381
-0.34343,0.98214,1.0,0.71429
-0.34343,0.73214,1.0,0.5
-0.34343,0.85714,1.0,0.64286
-0.39394,0.96429,1.0,0.80952
-0.39394,0.94643,1.0,0.61905
-0.39394,0.83929,1.0,0.66667
-0.39394,0.75,1.0,0.69048
-0.39394,0.69643,1.0,0.33333
-0.39394,0.83929,1.0,0.61905
-0.44444,0.98214,1.0,0.95238
-0.44444,0.78571,1.0,0.71429
-0.44444,0.71429,1.0,0.30952
-0.44444,0.94643,1.0,0.80952
-0.44444,0.625,1.0,0.7381
-0.44444,0.78571,1.0,0.66667
-0.49495,0.92857,1.0,0.64286
-0.49495,0.91071,1.0,0.61905
-0.49495,0.83929,1.0,0.7619
-0.49495,0.75,1.0,0.45238
-0.49495,0.64286,1.0,0.88095
-0.49495,0.80357,1.0,0.80952
-0.54545,0.91071,1.0,0.54762
-0.54545,0.82143,1.0,0.21429
-0.54545,0.98214,1.0,0.97619
-0.54545,0.76786,1.0,0.38095
-0.54545,0.78571,1.0,0.47619
-0.54545,0.60714,1.0,0.57143
-0.59596,0.73214,1.0,0.40476
-0.59596,0.82143,1.0,0.38095
-0.59596,1.0,1.0,0.7381
-0.59596,0.78571,1.0,0.90476
-0.59596,0.67857,1.0,0.69048
-0.59596,0.85714,1.0,0.59524
-0.64646,0.80357,1.0,0.59524
-0.64646,0.98214,1.0,1.0
-0.64646,0.92857,1.0,0.88095
-0.64646,0.58929,1.0,0.7619
-0.64646,0.82143,1.0,0.54762
-0.64646,0.60714,1.0,0.35714
-0.69697,0.66071,1.0,0.64286
-0.69697,0.60714,1.0,0.71429
-0.69697,0.96429,1.0,0.57143
-0.69697,0.80357,1.0,0.30952
-0.69697,0.82143,1.0,0.80952
-0.69697,0.94643,1.0,0.54762
-0.74747,0.85714,1.0,0.42857
-0.74747,0.67857,1.0,0.83333
-0.74747,0.91071,1.0,0.59524
-0.74747,0.91071,1.0,0.97619
-0.74747,0.69643,1.0,0.66667
-0.74747,0.94643,1.0,0.47619
-0.79798,0.92857,1.0,0.5
-0.79798,0.69643,1.0,0.47619
-0.79798,0.875,1.0,0.88095
-0.79798,0.92857,1.0,0.52381
-0.79798,0.67857,1.0,0.57143
-0.79798,0.82143,1.0,0.57143
-0.84848,0.98214,1.0,0.88095
-0.84848,0.83929,1.0,0.38095
-0.84848,0.92857,1.0,0.95238
-0.84848,0.80357,1.0,0.45238
-0.84848,0.67857,1.0,0.59524
-0.84848,0.67857,1.0,0.61905
-0.89899,0.96429,1.0,0.69048
-0.89899,0.75,1.0,0.7619
-0.89899,0.82143,1.0,0.85714
-0.89899,0.92857,1.0,0.5
-0.89899,0.82143,1.0,0.57143
-0.89899,0.625,1.0,0.42857
-0.94949,0.76786,1.0,0.5
-0.94949,0.96429,1.0,0.88095
-0.94949,0.83929,1.0,0.45238
-0.94949,0.625,1.0,0.45238
-0.94949,0.89286,1.0,0.54762
-0.94949,0.67857,1.0,0.69048
-1.0,0.58929,1.0,0.33333
-1.0,0.85714,1.0,0.57143
-1.0,0.96429,1.0,0.71429
-1.0,0.64286,1.0,0.52381
-1.0,0.89286,1.0,0.7381
-1.0,0.98214,1.0,0.7619
